id,beginn,lon,lat,dauer_h,sri_max
T5_Eta_038352,2024-07-12T02:50:00,8.8030,49.3568,2,6
T5_Eta_038353,2024-07-12T04:50:00,9.4890,49.6435,1,3
T5_Eta_038354,2024-07-12T04:50:00,9.5801,49.7034,1,4
T5_Eta_038355,2024-07-12T04:50:00,9.6844,49.7973,1,5
T5_Eta_038356,2024-07-12T04:50:00,9.7238,49.8145,1,2
T5_Eta_038357,2024-07-12T04:50:00,12.6466,51.8051,1,3
T5_Eta_038358,2024-07-12T03:50:00,9.4500,49.6178,2,4
T5_Eta_038359,2024-07-12T03:50:00,12.4084,51.7857,2,4
T5_Eta_038360,2024-07-12T05:50:00,9.8420,49.8998,1,8
T5_Eta_038361,2024-07-12T05:50:00,10.0936,50.1468,1,3
T5_Eta_038362,2024-07-12T04:50:00,12.8356,51.9029,2,3
T5_Eta_038363,2024-07-12T06:50:00,9.8378,50.8555,1,5
T5_Eta_038364,2024-07-12T05:50:00,10.7233,50.3912,2,4
T5_Eta_038365,2024-07-12T04:50:00,10.5335,50.2220,3,7
T5_Eta_038366,2024-07-12T04:50:00,10.5088,50.3671,3,5
T5_Eta_038367,2024-07-12T06:50:00,10.9152,50.5688,2,6
T5_Eta_038368,2024-07-12T06:50:00,10.7953,50.6212,2,5
T5_Eta_038369,2024-07-12T08:50:00,11.6343,50.7040,1,3
T5_Eta_038370,2024-07-12T08:50:00,11.5083,50.9202,1,2
T5_Eta_038371,2024-07-12T07:50:00,11.0325,50.9097,2,3
T5_Eta_038372,2024-07-12T09:50:00,11.9209,50.7583,1,4
T5_Eta_038373,2024-07-12T09:50:00,12.4711,50.8905,1,4
T5_Eta_038374,2024-07-12T09:50:00,11.7763,51.1210,1,3
T5_Eta_038375,2024-07-12T08:50:00,11.8333,50.6318,2,3
T5_Eta_038376,2024-07-12T08:50:00,11.8498,50.6913,2,3
T5_Eta_038377,2024-07-12T10:50:00,12.5179,51.1722,1,6
T5_Eta_038378,2024-07-12T10:50:00,12.3750,51.2877,1,3
T5_Eta_038379,2024-07-12T09:50:00,8.0160,48.4882,2,4
T5_Eta_038380,2024-07-12T07:50:00,6.1153,51.7872,4,2
T5_Eta_038381,2024-07-12T07:50:00,5.9736,51.8071,4,2
T5_Eta_038382,2024-07-12T11:50:00,13.1795,51.5299,1,8
T5_Eta_038383,2024-07-12T11:50:00,12.9106,51.6249,1,10
T5_Eta_038384,2024-07-12T08:50:00,6.4660,51.7668,4,2
T5_Eta_038385,2024-07-12T06:50:00,6.3786,51.5308,6,4
T5_Eta_038386,2024-07-12T12:50:00,8.1865,48.3824,1,6
T5_Eta_038387,2024-07-12T12:50:00,13.8126,51.4972,1,4
T5_Eta_038388,2024-07-12T12:50:00,13.8918,51.5886,1,6
T5_Eta_038389,2024-07-12T12:50:00,7.1473,51.9542,1,8
T5_Eta_038390,2024-07-12T13:50:00,10.2850,49.1103,1,10
T5_Eta_038391,2024-07-12T13:50:00,12.3611,50.6623,1,8
T5_Eta_038392,2024-07-12T13:50:00,8.6109,52.0910,1,3
T5_Eta_038393,2024-07-12T13:50:00,14.2674,52.1765,1,2
T5_Eta_038394,2024-07-12T13:50:00,14.1091,52.2701,1,4
T5_Eta_038395,2024-07-12T08:50:00,7.0370,52.4345,6,7
T5_Eta_038396,2024-07-12T14:50:00,14.4160,51.4529,1,5
T5_Eta_038397,2024-07-12T14:50:00,7.4039,52.4627,1,3
T5_Eta_038398,2024-07-12T15:50:00,9.7846,48.4265,1,4
T5_Eta_038399,2024-07-12T15:50:00,14.4961,50.9930,1,6
T5_Eta_038400,2024-07-12T15:50:00,9.9157,52.3430,1,4
T5_Eta_038401,2024-07-12T15:50:00,9.5900,52.3939,1,3
T5_Eta_038402,2024-07-12T15:50:00,9.8731,52.4120,1,4
T5_Eta_038403,2024-07-12T16:50:00,10.0129,47.5111,1,9
T5_Eta_038404,2024-07-12T16:50:00,11.7576,49.6275,1,8
T5_Eta_038405,2024-07-12T16:50:00,10.0573,52.4812,1,3
T5_Eta_038406,2024-07-12T08:50:00,7.3113,52.3736,9,3
T5_Eta_038407,2024-07-12T17:50:00,10.7517,47.8851,1,7
T5_Eta_038408,2024-07-12T17:50:00,11.1854,48.5535,1,2
T5_Eta_038409,2024-07-12T17:50:00,12.3794,48.6893,1,5
T5_Eta_038410,2024-07-12T17:50:00,11.9109,48.7854,1,5
T5_Eta_038411,2024-07-12T16:50:00,11.5372,48.7421,2,7
T5_Eta_038412,2024-07-12T18:50:00,11.6966,48.0144,1,9
T5_Eta_038413,2024-07-12T18:50:00,11.3866,52.3587,1,5
T5_Eta_038414,2024-07-12T18:50:00,11.6045,53.0999,1,6
T5_Eta_038415,2024-07-12T19:50:00,12.1759,48.0456,1,6
T5_Eta_038416,2024-07-12T19:50:00,12.5075,48.1123,1,9
T5_Eta_038417,2024-07-12T19:50:00,7.8715,48.1141,1,5
T5_Eta_038418,2024-07-12T19:50:00,11.7126,52.3706,1,6
T5_Eta_038419,2024-07-12T19:50:00,7.9709,48.1418,2,4
T5_Eta_038420,2024-07-12T19:50:00,9.6305,48.6030,4,4
T5_Eta_038421,2024-07-12T14:50:00,10.5774,48.7876,9,4
T5_Eta_038422,2024-07-12T14:50:00,10.8244,48.9462,9,3
T5_Eta_038423,2024-07-12T22:50:00,11.9374,50.0577,3,3
T5_Eta_038424,2024-07-13T00:50:00,14.3269,51.0614,3,3
T5_Eta_038425,2024-07-10T06:50:00,15.0492,51.0413,72,6
T5_Eta_038426,2024-07-10T06:50:00,14.4662,51.1922,72,4
T5_Eta_038427,2024-07-10T07:50:00,14.8173,51.8643,72,6
T5_Eta_038428,2024-07-15T17:50:00,9.0769,49.3346,1,10
T5_Eta_038429,2024-07-15T17:50:00,9.5457,49.2959,1,6
T5_Eta_038430,2024-07-15T17:50:00,6.9700,49.4740,1,6
T5_Eta_038431,2024-07-15T17:50:00,7.0001,49.4241,1,2
T5_Eta_038432,2024-07-15T17:50:00,6.9507,49.5498,1,6
T5_Eta_038433,2024-07-15T16:50:00,6.5446,49.4074,2,4
T5_Eta_038434,2024-07-15T19:50:00,9.5504,47.8285,1,3
T5_Eta_038435,2024-07-15T20:50:00,10.3886,47.8875,1,5
T5_Eta_038436,2024-07-15T20:50:00,8.9849,50.3287,1,6
T5_Eta_038437,2024-07-15T21:50:00,10.9693,48.0762,1,2
T5_Eta_038438,2024-07-15T20:50:00,11.1233,48.1752,2,3
T5_Eta_038439,2024-07-15T20:50:00,8.9691,49.4691,2,3
T5_Eta_038440,2024-07-15T22:50:00,11.9745,48.2862,1,6
T5_Eta_038441,2024-07-15T23:50:00,12.5316,48.6681,1,3
T5_Eta_038442,2024-07-15T22:50:00,11.8825,48.4737,2,7
T5_Eta_038443,2024-07-15T22:50:00,12.1168,48.5695,2,4
T5_Eta_038444,2024-07-15T22:50:00,12.0658,48.5707,2,2
T5_Eta_038445,2024-07-15T22:50:00,12.2634,48.6755,2,3
T5_Eta_038446,2024-07-16T00:50:00,13.0058,48.8390,1,6
T5_Eta_038447,2024-07-15T23:50:00,12.7139,48.7133,2,6
T5_Eta_038448,2024-07-16T13:50:00,11.8762,53.8430,1,7
T5_Eta_038449,2024-07-16T13:50:00,11.9693,53.9196,1,4
T5_Eta_038450,2024-07-16T13:50:00,10.9454,54.3626,1,3
T5_Eta_038451,2024-07-16T12:50:00,10.9939,53.9780,3,2
T5_Eta_038452,2024-07-16T16:50:00,11.4479,53.5020,1,3
T5_Eta_038453,2024-07-16T17:50:00,10.5622,53.8769,1,3
T5_Eta_038454,2024-07-16T12:50:00,11.5415,53.6311,6,4
T5_Eta_038455,2024-07-19T14:50:00,8.6639,48.1553,1,5
T5_Eta_038456,2024-07-19T13:50:00,8.4394,48.0927,2,4
T5_Eta_038457,2024-07-19T15:50:00,8.8628,48.2508,1,5
T5_Eta_038458,2024-07-19T15:50:00,9.0273,48.2444,1,4
T5_Eta_038459,2024-07-19T15:50:00,8.5337,48.5914,1,6
T5_Eta_038460,2024-07-19T16:50:00,9.2673,48.2552,1,4
T5_Eta_038461,2024-07-19T16:50:00,9.2280,48.3222,1,7
T5_Eta_038462,2024-07-19T15:50:00,9.1156,48.2538,2,5
T5_Eta_038463,2024-07-19T15:50:00,8.6429,48.3908,2,5
T5_Eta_038464,2024-07-19T15:50:00,8.8052,48.4775,2,3
T5_Eta_038465,2024-07-19T17:50:00,9.6471,48.1987,1,4
T5_Eta_038466,2024-07-19T17:50:00,9.9627,48.1489,2,6
T5_Eta_038467,2024-07-19T17:50:00,9.8366,48.1572,2,4
T5_Eta_038468,2024-07-20T11:50:00,11.3989,48.4660,1,7
T5_Eta_038469,2024-07-20T12:50:00,10.7015,48.5672,1,5
T5_Eta_038470,2024-07-20T12:50:00,11.2837,48.8223,1,4
T5_Eta_038471,2024-07-20T12:50:00,11.1498,49.0609,1,7
T5_Eta_038472,2024-07-20T12:50:00,10.6920,49.4470,1,5
T5_Eta_038473,2024-07-20T11:50:00,11.2240,48.9584,2,5
T5_Eta_038474,2024-07-20T13:50:00,11.2043,48.7474,1,10
T5_Eta_038475,2024-07-20T13:50:00,6.8726,49.2329,1,7
T5_Eta_038476,2024-07-20T13:50:00,11.0291,49.3674,1,8
T5_Eta_038477,2024-07-20T13:50:00,10.2876,49.4577,1,8
T5_Eta_038478,2024-07-20T12:50:00,11.1649,48.3009,2,6
T5_Eta_038479,2024-07-20T12:50:00,10.4444,49.4741,2,5
T5_Eta_038480,2024-07-20T14:50:00,11.0267,48.8088,1,8
T5_Eta_038481,2024-07-20T14:50:00,10.1307,49.3648,1,7
T5_Eta_038482,2024-07-20T14:50:00,11.1707,49.7307,1,8
T5_Eta_038483,2024-07-20T13:50:00,11.4853,48.7261,2,7
T5_Eta_038484,2024-07-20T13:50:00,11.0395,49.7408,2,5
T5_Eta_038485,2024-07-20T14:50:00,10.7338,48.9216,2,8
T5_Eta_038486,2024-07-20T14:50:00,10.9889,49.8179,2,7
T5_Eta_038487,2024-07-20T14:50:00,11.0190,49.9537,2,4
T5_Eta_038488,2024-07-20T15:50:00,11.0226,50.0814,2,5
T5_Eta_038489,2024-07-20T16:50:00,6.1376,51.0737,2,2
T5_Eta_038490,2024-07-20T20:50:00,7.6243,51.1074,1,4
T5_Eta_038491,2024-07-21T04:50:00,8.8863,51.8190,3,6
T5_Eta_038492,2024-07-21T09:50:00,9.4850,50.8799,1,3
T5_Eta_038493,2024-07-21T10:50:00,10.0685,50.9755,1,3
T5_Eta_038494,2024-07-21T10:50:00,8.7908,51.3534,1,7
T5_Eta_038495,2024-07-21T10:50:00,9.0785,51.3911,1,8
T5_Eta_038496,2024-07-21T10:50:00,7.9572,52.4677,1,5
T5_Eta_038497,2024-07-21T11:50:00,10.9651,49.4105,1,8
T5_Eta_038498,2024-07-21T11:50:00,10.9323,49.6655,1,7
T5_Eta_038499,2024-07-21T11:50:00,9.7796,51.5071,1,5
T5_Eta_038500,2024-07-21T11:50:00,9.9175,51.5761,1,5
T5_Eta_038501,2024-07-21T11:50:00,9.5162,51.5921,1,5
T5_Eta_038502,2024-07-21T11:50:00,8.5045,51.9514,1,7
T5_Eta_038503,2024-07-21T10:50:00,11.4679,50.9294,2,3
T5_Eta_038504,2024-07-21T12:50:00,11.0277,49.7920,1,7
T5_Eta_038505,2024-07-21T12:50:00,10.9410,51.5714,1,7
T5_Eta_038506,2024-07-21T12:50:00,10.0286,52.0841,1,6
T5_Eta_038507,2024-07-21T12:50:00,8.8236,52.4480,1,7
T5_Eta_038508,2024-07-21T11:50:00,10.4583,51.6782,2,5
T5_Eta_038509,2024-07-21T11:50:00,9.6517,51.8853,2,8
T5_Eta_038510,2024-07-21T11:50:00,8.6102,52.1083,2,2
T5_Eta_038511,2024-07-21T11:50:00,8.6223,52.1602,2,2
T5_Eta_038512,2024-07-21T11:50:00,8.2697,52.7509,2,7
T5_Eta_038513,2024-07-21T10:50:00,10.8353,49.4373,3,9
T5_Eta_038514,2024-07-21T13:50:00,10.9895,47.3965,1,3
T5_Eta_038515,2024-07-21T13:50:00,11.3882,47.4830,1,10
T5_Eta_038516,2024-07-21T13:50:00,10.9666,47.4721,1,6
T5_Eta_038517,2024-07-21T13:50:00,7.7154,47.5641,1,7
T5_Eta_038518,2024-07-21T13:50:00,11.0056,49.9453,1,5
T5_Eta_038519,2024-07-21T13:50:00,11.0724,49.9701,1,4
T5_Eta_038520,2024-07-21T13:50:00,11.3947,50.0934,1,9
T5_Eta_038521,2024-07-21T13:50:00,9.2365,51.0837,1,3
T5_Eta_038522,2024-07-21T13:50:00,8.7586,52.6807,1,6
T5_Eta_038523,2024-07-21T13:50:00,10.7767,52.9195,1,7
T5_Eta_038524,2024-07-21T12:50:00,11.1655,47.4947,2,8
T5_Eta_038525,2024-07-21T12:50:00,11.1003,51.8019,2,2
T5_Eta_038526,2024-07-21T12:50:00,10.3915,51.9109,2,5
T5_Eta_038527,2024-07-21T12:50:00,10.3096,52.1267,2,3
T5_Eta_038528,2024-07-21T12:50:00,8.8329,52.5951,2,7
T5_Eta_038529,2024-07-21T11:50:00,8.3231,52.8298,3,3
T5_Eta_038530,2024-07-21T10:50:00,8.6467,52.2555,4,2
T5_Eta_038531,2024-07-21T14:50:00,11.0988,47.7638,1,9
T5_Eta_038532,2024-07-21T14:50:00,10.0512,48.3677,1,5
T5_Eta_038533,2024-07-21T14:50:00,10.9365,48.7929,1,5
T5_Eta_038534,2024-07-21T14:50:00,11.1094,50.3190,1,7
T5_Eta_038535,2024-07-21T14:50:00,12.1639,51.8865,1,6
T5_Eta_038536,2024-07-21T14:50:00,10.1576,52.6887,1,5
T5_Eta_038537,2024-07-21T14:50:00,10.1438,52.8012,1,7
T5_Eta_038538,2024-07-21T14:50:00,10.8464,52.8322,1,5
T5_Eta_038539,2024-07-21T14:50:00,8.7744,53.0448,1,3
T5_Eta_038540,2024-07-21T14:50:00,9.6240,53.1821,1,5
T5_Eta_038541,2024-07-21T13:50:00,11.2276,49.0683,2,6
T5_Eta_038542,2024-07-21T13:50:00,11.1808,52.1284,2,5
T5_Eta_038543,2024-07-21T13:50:00,10.3538,52.3337,2,4
T5_Eta_038544,2024-07-21T13:50:00,9.4376,53.0684,2,5
T5_Eta_038545,2024-07-21T13:50:00,9.0382,53.4125,2,7
T5_Eta_038546,2024-07-21T12:50:00,6.7665,51.9848,3,4
T5_Eta_038547,2024-07-21T12:50:00,8.7515,52.8798,3,5
T5_Eta_038548,2024-07-21T12:50:00,8.5185,52.9544,3,3
T5_Eta_038549,2024-07-21T11:50:00,8.5954,52.8343,4,4
T5_Eta_038550,2024-07-21T15:50:00,11.7895,47.8529,1,4
T5_Eta_038551,2024-07-21T15:50:00,11.7160,47.8880,1,4
T5_Eta_038552,2024-07-21T15:50:00,11.6338,48.0156,1,5
T5_Eta_038553,2024-07-21T15:50:00,11.0625,48.7154,1,6
T5_Eta_038554,2024-07-21T15:50:00,11.0676,48.8928,1,6
T5_Eta_038555,2024-07-21T15:50:00,11.7863,49.1349,1,5
T5_Eta_038556,2024-07-21T15:50:00,11.2476,50.4538,1,4
T5_Eta_038557,2024-07-21T15:50:00,11.3458,50.5720,1,6
T5_Eta_038558,2024-07-21T15:50:00,11.3343,50.6234,1,6
T5_Eta_038559,2024-07-21T15:50:00,13.3119,51.9130,1,6
T5_Eta_038560,2024-07-21T15:50:00,12.1063,52.5615,1,7
T5_Eta_038561,2024-07-21T15:50:00,9.9262,54.0790,1,6
T5_Eta_038562,2024-07-21T14:50:00,11.1041,47.9485,2,7
T5_Eta_038563,2024-07-21T14:50:00,11.2881,48.9490,2,8
T5_Eta_038564,2024-07-21T14:50:00,11.0325,49.0201,2,8
T5_Eta_038565,2024-07-21T14:50:00,11.1917,50.3862,2,4
T5_Eta_038566,2024-07-21T14:50:00,9.9269,53.7478,2,9
T5_Eta_038567,2024-07-21T13:50:00,8.7863,53.1144,3,3
T5_Eta_038568,2024-07-21T12:50:00,6.8528,52.1173,4,3
T5_Eta_038569,2024-07-21T12:50:00,10.7949,52.4606,4,3
T5_Eta_038570,2024-07-21T12:50:00,10.6338,52.9639,4,7
T5_Eta_038571,2024-07-21T12:50:00,8.6274,53.1122,4,3
T5_Eta_038572,2024-07-21T16:50:00,11.3613,48.4834,1,5
T5_Eta_038573,2024-07-21T16:50:00,11.4281,48.5667,1,7
T5_Eta_038574,2024-07-21T16:50:00,10.9308,49.0804,1,7
T5_Eta_038575,2024-07-21T16:50:00,10.3100,53.7735,1,6
T5_Eta_038576,2024-07-21T15:50:00,10.8700,48.1361,2,5
T5_Eta_038577,2024-07-21T15:50:00,13.3644,51.7300,2,4
T5_Eta_038578,2024-07-21T14:50:00,11.6935,47.6618,3,3
T5_Eta_038579,2024-07-21T13:50:00,12.8572,52.3427,4,4
T5_Eta_038580,2024-07-21T17:50:00,11.6631,48.4023,1,3
T5_Eta_038581,2024-07-21T17:50:00,11.7844,48.5516,1,7
T5_Eta_038582,2024-07-21T16:50:00,11.6172,48.2178,2,7
T5_Eta_038583,2024-07-21T16:50:00,11.2684,48.3669,2,8
T5_Eta_038584,2024-07-21T16:50:00,11.4812,48.2961,2,4
T5_Eta_038585,2024-07-21T16:50:00,13.6155,52.2819,2,3
T5_Eta_038586,2024-07-21T14:50:00,10.6787,49.4301,4,6
T5_Eta_038587,2024-07-21T12:50:00,7.2576,52.1560,6,6
T5_Eta_038588,2024-07-21T18:50:00,9.9482,49.5006,1,5
T5_Eta_038589,2024-07-21T16:50:00,9.6247,47.9044,3,10
T5_Eta_038590,2024-07-21T07:50:00,7.0220,52.2784,12,6
T5_Eta_038591,2024-07-21T19:50:00,10.0630,47.8464,1,3
T5_Eta_038592,2024-07-21T16:50:00,9.8124,47.9470,4,6
T5_Eta_038593,2024-07-21T18:50:00,10.7855,48.3136,3,3
T5_Eta_038594,2024-07-21T17:50:00,10.0130,47.9220,4,6
T5_Eta_038595,2024-07-21T17:50:00,10.8871,48.3295,4,5
T5_Eta_038596,2024-07-21T17:50:00,11.0013,48.3367,4,5
T5_Eta_038597,2024-07-21T09:50:00,7.4155,52.4976,12,6
T5_Eta_038598,2024-07-21T21:50:00,11.1748,48.6211,1,6
T5_Eta_038599,2024-07-21T19:50:00,10.3979,47.5772,3,6
T5_Eta_038600,2024-07-21T18:50:00,10.1501,47.7205,4,3
T5_Eta_038601,2024-07-21T18:50:00,10.2390,47.9889,4,4
T5_Eta_038602,2024-07-21T16:50:00,10.2386,47.9217,6,6
T5_Eta_038603,2024-07-21T22:50:00,11.2675,48.7211,1,6
T5_Eta_038604,2024-07-21T14:50:00,10.5758,47.8445,9,4
T5_Eta_038605,2024-07-21T14:50:00,11.0740,48.2179,9,5
T5_Eta_038606,2024-07-21T22:50:00,11.4026,48.9134,2,9
T5_Eta_038607,2024-07-21T22:50:00,11.5765,49.0712,3,4
T5_Eta_038608,2024-07-21T23:50:00,11.9540,49.1228,3,5
T5_Eta_038609,2024-07-21T23:50:00,12.1806,49.2361,3,3
T5_Eta_038610,2024-07-21T23:50:00,11.8204,49.3037,3,6
T5_Eta_038611,2024-07-21T23:50:00,12.1095,49.3566,4,3
T5_Eta_038612,2024-07-22T07:50:00,13.2594,53.0142,1,4
T5_Eta_038613,2024-07-22T11:50:00,13.4869,48.8972,2,5
T5_Eta_038614,2024-07-23T07:50:00,7.9277,52.0093,2,2
T5_Eta_038615,2024-07-23T10:50:00,11.1946,53.7840,1,4
T5_Eta_038616,2024-07-23T09:50:00,9.2543,52.2019,2,7
T5_Eta_038617,2024-07-23T11:50:00,11.4278,53.7199,1,7
T5_Eta_038618,2024-07-23T11:50:00,9.5541,54.1042,1,5
T5_Eta_038619,2024-07-23T12:50:00,9.3767,51.6514,1,5
T5_Eta_038620,2024-07-23T12:50:00,9.5427,51.6782,1,4
T5_Eta_038621,2024-07-23T12:50:00,8.9389,53.3245,1,3
T5_Eta_038622,2024-07-23T12:50:00,8.9090,53.3503,1,5
T5_Eta_038623,2024-07-23T12:50:00,9.6448,53.9738,1,9
T5_Eta_038624,2024-07-23T11:50:00,8.8778,51.6467,2,3
T5_Eta_038625,2024-07-23T10:50:00,10.4116,52.4371,3,3
T5_Eta_038626,2024-07-23T13:50:00,8.8300,53.1062,1,5
T5_Eta_038627,2024-07-23T13:50:00,8.9000,53.1765,1,6
T5_Eta_038628,2024-07-23T13:50:00,9.9420,53.5216,1,5
T5_Eta_038629,2024-07-23T12:50:00,9.7366,51.7306,2,6
T5_Eta_038630,2024-07-23T12:50:00,9.0411,53.3082,2,3
T5_Eta_038631,2024-07-23T14:50:00,8.9889,53.1080,1,7
T5_Eta_038632,2024-07-23T14:50:00,9.4069,53.1723,1,3
T5_Eta_038633,2024-07-23T14:50:00,10.4711,53.7032,1,5
T5_Eta_038634,2024-07-23T14:50:00,11.0537,53.9949,1,5
T5_Eta_038635,2024-07-23T15:50:00,7.2454,52.3112,1,6
T5_Eta_038636,2024-07-23T13:50:00,8.7869,52.6897,3,7
T5_Eta_038637,2024-07-23T16:50:00,6.9199,52.1541,1,3
T5_Eta_038638,2024-07-23T16:50:00,7.1839,52.1970,1,5
T5_Eta_038639,2024-07-23T16:50:00,9.6562,52.8614,1,6
T5_Eta_038640,2024-07-23T15:50:00,7.9196,52.1472,2,3
T5_Eta_038641,2024-07-23T15:50:00,9.6151,52.6880,2,6
T5_Eta_038642,2024-07-23T17:50:00,9.6502,52.0317,1,8
T5_Eta_038643,2024-07-23T17:50:00,10.1701,52.3342,1,6
T5_Eta_038644,2024-07-23T18:50:00,9.7467,52.2563,1,5
T5_Eta_038645,2024-07-23T17:50:00,9.4220,51.4283,2,3
T5_Eta_038646,2024-07-23T15:50:00,9.4365,51.3768,4,5
T5_Eta_038647,2024-07-23T10:50:00,10.3395,52.3079,9,3
T5_Eta_038648,2024-07-23T07:50:00,8.2628,52.0334,12,6
T5_Eta_038649,2024-07-23T18:50:00,14.5965,51.7805,2,3
T5_Eta_038650,2024-07-23T20:50:00,10.2888,47.9299,1,3
T5_Eta_038651,2024-07-24T00:50:00,12.5404,53.2446,1,5
T5_Eta_038652,2024-07-26T17:50:00,8.3454,50.8748,4,3
T5_Eta_038653,2024-07-26T22:50:00,9.2230,51.0750,2,2
T5_Eta_038654,2024-07-27T00:50:00,7.2130,49.3717,1,5
T5_Eta_038655,2024-07-26T22:50:00,8.7825,49.9852,4,3
T5_Eta_038656,2024-07-26T20:50:00,8.4013,49.9196,6,5
T5_Eta_038657,2024-07-26T17:50:00,8.5064,50.9204,9,2
T5_Eta_038658,2024-07-27T01:50:00,11.4146,52.3496,3,2
T5_Eta_038659,2024-07-27T03:50:00,12.4184,52.5453,3,2
T5_Eta_038660,2024-07-27T13:50:00,7.5087,51.0014,2,2
T5_Eta_038661,2024-07-27T12:50:00,7.1619,50.9055,3,2
T5_Eta_038662,2024-07-27T18:50:00,8.7365,52.8969,1,4
T5_Eta_038663,2024-07-27T16:50:00,10.9907,51.8634,3,3
T5_Eta_038664,2024-07-27T19:50:00,9.2119,52.2102,1,3
T5_Eta_038665,2024-07-27T19:50:00,9.1270,52.2267,1,3
T5_Eta_038666,2024-07-27T18:50:00,8.8717,52.7167,2,7
T5_Eta_038667,2024-07-27T17:50:00,11.2128,51.8349,3,4
T5_Eta_038668,2024-07-27T16:50:00,11.2870,51.5758,4,4
T5_Eta_038669,2024-07-27T16:50:00,8.6542,52.4284,4,4
T5_Eta_038670,2024-07-26T20:50:00,7.4594,50.3497,24,3
T5_Eta_038671,2024-07-27T20:50:00,9.3601,53.3543,1,5
T5_Eta_038672,2024-07-27T19:50:00,9.3091,49.4385,2,5
T5_Eta_038673,2024-07-27T19:50:00,9.1203,52.4944,2,4
T5_Eta_038674,2024-07-27T19:50:00,9.0673,52.8834,2,5
T5_Eta_038675,2024-07-27T18:50:00,8.9773,52.5276,3,5
T5_Eta_038676,2024-07-27T17:50:00,8.8077,52.4996,4,3
T5_Eta_038677,2024-07-27T15:50:00,11.9850,51.9336,6,6
T5_Eta_038678,2024-07-27T15:50:00,12.0639,52.0872,6,3
T5_Eta_038679,2024-07-27T20:50:00,9.3565,52.7732,2,3
T5_Eta_038680,2024-07-27T19:50:00,9.3926,52.3497,3,5
T5_Eta_038681,2024-07-27T16:50:00,12.1747,51.8346,6,3
T5_Eta_038682,2024-07-27T20:50:00,9.3867,52.6868,3,3
T5_Eta_038683,2024-07-27T14:50:00,11.4753,51.7795,9,5
T5_Eta_038684,2024-07-25T23:50:00,7.5704,50.0883,48,3
T5_Eta_038685,2024-07-27T17:50:00,12.7288,52.3292,9,6
T5_Eta_038686,2024-07-27T23:50:00,14.0880,52.4529,4,2
T5_Eta_038687,2024-07-27T23:50:00,14.4209,52.4985,4,3
T5_Eta_038688,2024-07-27T03:50:00,12.8223,52.6120,24,3
T5_Eta_038689,2024-07-27T22:50:00,13.7164,52.4337,6,2
T5_Eta_038690,2024-07-27T22:50:00,14.0901,52.5915,6,3
T5_Eta_038691,2024-07-28T04:50:00,12.6003,54.4202,2,5
T5_Eta_038692,2024-07-31T12:50:00,8.3243,47.8468,1,11
T5_Eta_038693,2024-07-31T12:50:00,8.7808,48.0478,1,5
T5_Eta_038694,2024-07-31T11:50:00,8.4276,48.0756,2,8
T5_Eta_038695,2024-07-31T15:50:00,8.0299,47.9749,1,7
T5_Eta_038696,2024-07-31T15:50:00,10.1084,50.6503,1,6
T5_Eta_038697,2024-07-31T16:50:00,10.2232,47.4354,1,7
T5_Eta_038698,2024-07-31T16:50:00,10.3605,47.5606,1,10
T5_Eta_038699,2024-07-31T16:50:00,10.3243,47.6864,1,3
T5_Eta_038700,2024-07-31T16:50:00,10.2122,47.6868,1,4
T5_Eta_038701,2024-07-31T15:50:00,10.0748,47.4776,2,3
T5_Eta_038702,2024-07-31T17:50:00,11.3018,47.4927,1,8
T5_Eta_038703,2024-07-31T17:50:00,11.3433,47.6178,1,2
T5_Eta_038704,2024-07-31T17:50:00,8.5697,48.3138,1,6
T5_Eta_038705,2024-07-31T17:50:00,11.1027,50.5411,1,3
T5_Eta_038706,2024-07-31T16:50:00,7.8619,47.8365,2,6
T5_Eta_038707,2024-07-31T16:50:00,8.4249,48.4461,2,6
T5_Eta_038708,2024-07-31T14:50:00,10.3217,47.3765,4,8
T5_Eta_038709,2024-07-31T18:50:00,11.8352,47.7596,1,7
T5_Eta_038710,2024-07-31T18:50:00,11.7354,47.7616,1,5
T5_Eta_038711,2024-07-31T18:50:00,11.3714,50.5374,1,8
T5_Eta_038712,2024-07-31T16:50:00,10.9658,47.4386,3,5
T5_Eta_038713,2024-07-31T13:50:00,8.5925,48.3815,6,4
T5_Eta_038714,2024-07-31T19:50:00,12.0354,48.2426,1,3
T5_Eta_038715,2024-07-31T19:50:00,9.8140,50.2148,1,7
T5_Eta_038716,2024-08-01T07:50:00,7.0931,49.5717,1,3
T5_Eta_038717,2024-08-01T08:50:00,7.0994,49.1559,1,5
T5_Eta_038718,2024-08-01T09:50:00,6.4879,50.0095,1,2
T5_Eta_038719,2024-08-01T06:50:00,6.8064,49.2475,4,6
T5_Eta_038720,2024-08-01T10:50:00,9.0924,49.7678,1,7
T5_Eta_038721,2024-08-01T09:50:00,8.1214,47.9014,2,8
T5_Eta_038722,2024-08-01T11:50:00,9.8334,48.8823,1,5
T5_Eta_038723,2024-08-01T11:50:00,9.8582,49.1191,1,10
T5_Eta_038724,2024-08-01T11:50:00,11.2160,49.1108,1,6
T5_Eta_038725,2024-08-01T11:50:00,9.5648,49.8904,1,3
T5_Eta_038726,2024-08-01T11:50:00,6.5537,50.8673,1,2
T5_Eta_038727,2024-08-01T10:50:00,8.2090,51.1636,2,7
T5_Eta_038728,2024-08-01T12:50:00,11.2088,49.2888,1,6
